municip,contrast,estimate,std.error,conf.low,conf.high,p.value,p_holm
outside_knows_issues,councillor - mayor,-0.003613240937760895,0.013795907704702272,-0.030667566914432606,0.02344108503891082,0.7934178104639594,1
outside_knows_issues,councillor - mp,9.290451826645792e-4,0.013790404420313684,-0.026114488633536215,0.02797257899886537,0.9462940856536939,1
outside_knows_issues,mayor - mp,0.004542286120425474,0.013372516309490805,-0.021681752421236464,0.030766324662087414,0.7341349414057103,1
local_few_years,councillor - mayor,-0.015125048124879997,0.013251020790783205,-0.04111082910218465,0.010860732852424657,0.25381693884141243,1
local_few_years,councillor - mp,-0.004751438530722117,0.013046131370092947,-0.0303354231713757,0.020832546109931467,0.7157414259616507,1
local_few_years,mayor - mp,0.010373609594157882,0.012935575753776313,-0.01499357106763445,0.035740790255950214,0.4226716289576271,1
local_since_birth,councillor - mayor,0.01940792444430628,0.013181850354743679,-0.006442210545462231,0.04525805943407479,0.141076672024143,1
local_since_birth,councillor - mp,0.005971334131689278,0.013276502420855313,-0.02006441733984772,0.03200708560322628,0.6529225643976211,1
local_since_birth,mayor - mp,-0.013436590312617,0.012996089681753434,-0.03892244120391977,0.012049260578685769,0.3012986449625803,1
